roomA,1508109977.66,400
150.810997582,1009.30029297,38.3435745239,30.9257392883
150.810997582,1009.30029297,38.3435745239,30.9257392883
150.810997583,1009.30029297,38.3435745239,30.9257392883
150.810997583,1009.30029297,38.3435745239,30.9257392883
150.810997583,1009.30029297,38.3435745239,30.9257392883
150.810997583,1009.30029297,38.3435745239,30.9257392883
150.810997583,1009.30078125,38.3435745239,30.8341732025
roomA,1508110095.96,600
150.811008571,1008.51464844,40.9823532104,30.6529407501
150.811008572,1008.51464844,40.9823532104,30.6529407501
150.811008573,1008.51464844,40.9823532104,30.6529407501
150.811008573,1008.51464844,40.9823532104,30.6529407501
150.811008573,1008.51464844,40.9823532104,30.6529407501
150.811008573,1008.51464844,40.9823532104,30.6351299286
150.811008574,1008.51464844,40.0578269958,30.6351299286
150.811008574,1008.51464844,40.0578269958,30.6351299286
150.811008574,1008.51464844,40.0578269958,30.6351299286
150.811008574,1008.51464844,40.0578269958,30.6351299286
150.811008574,1008.51464844,40.0578269958,30.6351299286
150.811008575,1008.51464844,40.0578269958,30.6351299286
150.811008575,1008.51904297,40.0578269958,30.6351299286
150.811008575,1008.51904297,40.0578269958,30.6351299286
150.811008576,1008.51904297,40.0578269958,30.6351299286
150.811008576,1008.51904297,40.0578269958,30.6351299286
150.811008576,1008.51904297,40.0578269958,30.6351299286
150.811008576,1008.51904297,40.0578269958,30.6351299286
150.811008576,1008.51904297,40.0578269958,30.6351299286
150.811008577,1008.51904297,40.0578269958,30.6351299286
150.811008577,1008.51904297,40.0578269958,30.6351299286
150.811008577,1008.51904297,40.0578269958,30.6351299286
150.811008577,1008.51904297,40.0578269958,30.6351299286
150.811008578,1008.51904297,40.0578269958,30.6351299286
150.811008578,1008.51904297,40.0578269958,30.6351299286
150.811008578,1008.51904297,40.0578269958,30.6351299286
150.811008578,1008.51904297,40.0578269958,30.6351299286
150.811008578,1008.51904297,40.0578269958,30.6351299286
150.811008579,1008.51904297,40.0578269958,30.6351299286
150.811008579,1008.51757812,40.0578269958,30.6351299286
150.811008579,1008.51757812,40.0578269958,30.6351299286
150.81100858,1008.51757812,40.0578269958,30.6351299286
150.81100858,1008.51757812,40.0578269958,30.6351299286
150.81100858,1008.51757812,40.0578269958,30.6351299286
150.81100858,1008.51757812,40.0578269958,30.6351299286
150.81100858,1008.51757812,40.0578269958,30.6351299286
150.811008581,1008.51757812,40.0578269958,30.6351299286
150.811008581,1008.51757812,40.0578269958,30.6351299286
150.811008581,1008.51757812,40.0578269958,30.6707515717
150.811008581,1008.51757812,38.6530761719,30.6707515717
